Day,Date,Phase(s),Lessons Covered,Est. Study Time (hrs),Resources (links),Daily Task,Assignment,Cumulative Project,Project Application Task,Milestone
32,2026-08-11,P8: Generative AI,03 GANs — Generator vs Discriminator; 04 Conditional GANs & Pix2Pix; 05 StyleGAN; 06 Diffusion Models — DDPM from Scratch; 07 Latent Diffusion & Stable Diffusion,5.75,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/03-gans-generator-discriminator/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/04-conditional-gans-pix2pix/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/05-stylegan/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/06-diffusion-ddpm-from-scratch/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/07-latent-diffusion-stable-diffusion/,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ - Marketing Assets (stretch),Optional stretch: generate a promotional image/asset variant for a CartQ vendor listing using today's generative technique.,
33,2026-08-12,P8: Generative AI,"08 ControlNet, LoRA & Image Conditioning; 09 Inpainting, Outpainting & Image Editing; 10 Video Generation; 11 Audio Generation; 12 3D Generation; 13 Flow Matching & Rectified Flows",5.5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/08-controlnet-lora-conditioning/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/09-inpainting-outpainting-editing/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/10-video-generation/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/11-audio-generation/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/12-3d-generation/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/13-flow-matching-rectified-flows/,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ - Marketing Assets (stretch),Optional stretch: generate a promotional image/asset variant for a CartQ vendor listing using today's generative technique.,"PHASE 8 COMPLETE — checkpoint: review notes, run a small self-test/quiz, and push a phase-summary commit."
34,2026-08-13,P8: Generative AI | P9: Reinforcement Learning,"14 Evaluation — FID, CLIP Score, Human Preference; 19 Visual Autoregressive Modeling (VAR): Next-Scale Prediction; 01 MDPs, States, Actions & Rewards; 02 Dynamic Programming; 03 Monte Carlo Methods",5.5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/14-evaluation-fid-clip-score/ | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/08-generative-ai/19-visual-autoregressive-var,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ - Dynamic Pricing (stretch),"Optional stretch: sketch how today's RL concept could drive CartQ dynamic pricing or delivery-batching decisions (design note, not full build).",
35,2026-08-15,P9: Reinforcement Learning,"04 Temporal Difference — Q-Learning, SARSA; 05 Deep Q-Networks (DQN); 06 Policy Gradient Methods — REINFORCE; 07 Actor-Critic — A2C, A3C",5,https://aiengineeringfromscratch.com/catalog.html,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ - Dynamic Pricing (stretch),"Optional stretch: sketch how today's RL concept could drive CartQ dynamic pricing or delivery-batching decisions (design note, not full build).","PHASE 9 COMPLETE — checkpoint: review notes, run a small self-test/quiz, and push a phase-summary commit."
36,2026-08-16,P9: Reinforcement Learning | P10: LLMs from Scratch,"08 Proximal Policy Optimization (PPO); 09 Reward Modeling & RLHF; 10 Multi-Agent RL; 11 Sim-to-Real Transfer; 12 RL for Games; 01 Tokenizers — BPE, WordPiece, SentencePiece",5.5,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/01-tokenizers,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Evaluation,Relate today's from-scratch LLM concept to the evaluation/fine-tuning approach you'll use for the Bengali AI agent's eval harness.,
37,2026-08-17,P10: LLMs from Scratch,"02 Building a Tokenizer from Scratch; 03 Data Pipelines for Pre-Training; 04 Pre-Training a Mini GPT (124M); 05 Scaling — Distributed Training, FSDP, DeepSpeed",5.75,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/02-building-a-tokenizer | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/03-data-pipelines | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/04-pre-training-mini-gpt | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/05-scaling-distributed,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Evaluation,Relate today's from-scratch LLM concept to the evaluation/fine-tuning approach you'll use for the Bengali AI agent's eval harness.,
38,2026-08-18,P10: LLMs from Scratch,"06 Instruction Tuning — SFT; 07 RLHF — Reward Model + PPO Training; 08 DPO — Direct Preference Optimization; 09 Constitutional AI & Self-Improvement; 10 Evaluation — Benchmarks, Evals, LM Harness",5.75,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/06-instruction-tuning-sft | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/07-rlhf | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/08-dpo | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/09-constitutional-ai-self-improvement | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/10-evaluation,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Evaluation,Relate today's from-scratch LLM concept to the evaluation/fine-tuning approach you'll use for the Bengali AI agent's eval harness.,
39,2026-08-19,P10: LLMs from Scratch,"11 Quantization — INT8, GPTQ, AWQ, GGUF; 12 Inference Optimization; 13 Building a Complete LLM Pipeline; 14 Open Models — Architecture Walkthroughs",5.25,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/11-quantization | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/12-inference-optimization | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/13-building-complete-llm-pipeline | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/14-open-models-architecture-walkthroughs,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Evaluation,Relate today's from-scratch LLM concept to the evaluation/fine-tuning approach you'll use for the Bengali AI agent's eval harness.,
40,2026-08-20,P10: LLMs from Scratch,15 Speculative Decoding and EAGLE-3; 16 Differential Attention (V2); 17 Native Sparse Attention (DeepSeek NSA); 18 Multi-Token Prediction (MTP); 19 DualPipe Parallelism,5.25,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/15-speculative-decoding-eagle3 | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/16-differential-attention-v2 | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/17-native-sparse-attention | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/18-multi-token-prediction | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/19-dualpipe-parallelism,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Evaluation,Relate today's from-scratch LLM concept to the evaluation/fine-tuning approach you'll use for the Bengali AI agent's eval harness.,
41,2026-08-22,P10: LLMs from Scratch,20 DeepSeek-V3 Architecture Walkthrough; 21 Jamba — Hybrid SSM-Transformer; 22 Async and Hogwild! Inference; 25 Speculative Decoding and EAGLE; 34 Gradient Checkpointing and Activation Recomputation,5.67,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/20-deepseek-v3-walkthrough | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/21-jamba-hybrid-ssm-transformer | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/22-async-hogwild-inference | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/25-speculative-decoding | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/10-llms-from-scratch/34-gradient-checkpointing,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",Bangla AI Agent - Evaluation,Relate today's from-scratch LLM concept to the evaluation/fine-tuning approach you'll use for the Bengali AI agent's eval harness.,"PHASE 10 COMPLETE — checkpoint: review notes, run a small self-test/quiz, and push a phase-summary commit."
42,2026-08-23,P11: LLM Engineering,"01 Prompt Engineering — Techniques & Patterns; 02 Few-Shot, Chain-of-Thought, Tree-of-Thought; 03 Structured Outputs; 04 Embeddings & Vector Representations; 05 Context Engineering",5.25,https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/11-llm-engineering/01-prompt-engineering | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/11-llm-engineering/02-few-shot-cot | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/11-llm-engineering/03-structured-outputs | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/11-llm-engineering/04-embeddings | https://github.com/rohitg00/ai-engineering-from-scratch/tree/main/phases/11-llm-engineering/05-context-engineering,"Read/watch the lesson material, then implement the from-scratch exercise in code (Python primary; TS/Rust/Julia optional per lesson). Run any provided tests before moving on.","Write a 5-6 bullet recap in your learning journal (what you built, one thing that was hard, one thing to revisit). Commit code + notes to your learning repo.",CartQ RAG Assistant + Bangla Agent,"Build/extend the CartQ knowledge-base RAG assistant or the Bengali AI agent core using today's LLM engineering technique (prompting, RAG, function calling, or caching).",
